368dea3041a82125	N	59.467	62.098	56.473	56.350	56.435	70.272	56.419	0.003	3.048	5.679	13.853	
6fbd90649a462352	A	58.524	73.892	65.524	69.399	64.825	85.235	66.583	4.047	-8.059	7.309	18.652	
623b76a6d096c84b	N	59.541	75.003	60.263	70.875	64.070	87.083	65.069	19.268	-5.528	9.934	22.014	
872c700cf8d1f7d3	A	66.288	71.911	57.736	73.595	65.552	82.501	65.628	41.920	0.660	6.283	16.873	
c4472bc2208a88ba	N	49.707	82.816	76.707	79.114	78.998	87.751	78.273	1.229	-28.566	4.543	9.478	
77afee7620558f13	A	56.933	72.990	62.216	56.588	56.549	68.417	58.451	7.088	-1.518	14.539	9.966	
e5f7fe67474db530	A	70.742	77.874	61.073	62.921	68.145	76.018	64.046	8.969	6.696	13.828	11.972	
16418ebf3562c8fd	N	65.078	70.763	67.279	59.976	59.935	63.606	62.397	11.918	2.681	8.367	1.209	
210b014a7106b77a	A	83.157	67.714	65.602	64.376	66.057	69.789	65.345	0.504	17.812	2.369	4.444	
e8590970ef70511a	N	119.346	122.758	117.666	103.699	101.008	114.263	107.458	53.312	11.888	15.300	6.805	
ea9f706cd4482ac5	N	64.003	67.129	62.912	65.483	64.435	69.175	64.277	1.114	-0.274	2.852	4.898	
29ec10530e5419a7	A	77.918	93.268	103.609	102.468	116.113	119.186	107.397	38.204	-29.479	-14.129	11.789	
944ad277ceb13038	N	109.713	66.050	58.190	62.377	56.370	67.002	58.979	6.325	50.734	7.071	8.023	
4e32ff79b7481491	N	49.224	65.107	56.377	58.168	59.747	69.704	58.097	1.895	-8.873	7.010	11.607	
84536d7c3fcb8a67	N	49.918	47.612	50.054	45.604	43.270	55.537	46.309	7.920	3.609	1.303	9.228	
90930bf4f46a7a6b	N	51.825	47.672	45.365	43.292	58.087	57.832	48.915	42.782	2.910	-1.243	8.917	
508bf63ac4161134	N	73.461	84.906	85.239	91.860	97.057	92.380	91.385	23.390	-17.924	-6.479	0.995	
e12a8cf8de46a141	A	58.153	66.059	57.884	57.852	56.407	69.542	57.381	0.475	0.772	8.678	12.161	
78ecabdcd14034c2	N	56.488	61.936	66.256	56.936	56.299	67.440	59.830	20.712	-3.342	2.106	7.609	
78585f587f344c96	N	59.488	60.694	57.235	61.102	57.078	73.210	58.472	3.463	1.016	2.222	14.738	
d36b69040e42c987	A	64.331	70.483	63.569	59.898	60.113	68.900	61.193	2.829	3.138	9.290	7.706	
0e41eb0de88438fe	N	60.714	68.253	56.382	56.244	56.388	68.921	56.338	0.004	4.376	11.915	12.583	
bfc2621ee0bfdb23	A	64.213	64.726	58.289	63.126	61.185	77.856	60.867	3.950	3.347	3.859	16.990	
3da87331a6a88ed7	A	68.748	73.212	64.810	62.669	60.873	71.032	62.784	2.590	5.964	10.428	8.248	
c7334552ea97d0f6	A	52.502	66.146	65.816	57.417	58.205	71.971	60.479	14.343	-7.977	5.667	11.492	
fb5381ebcfd67038	A	66.260	69.526	71.704	61.021	58.990	69.634	63.905	31.100	2.355	5.621	5.729	
a8411e6e3ab369db	N	69.840	63.157	64.938	58.748	64.786	76.546	62.824	8.311	7.016	0.333	13.722	
c9359fe065082864	A	72.707	71.209	56.418	59.415	64.673	79.086	60.169	11.641	12.538	11.040	18.917	
809b6d923f443570	N	68.551	65.911	63.841	65.222	64.895	74.714	64.653	0.347	3.898	1.258	10.061	
55fdddcd988e2b22	A	59.979	79.490	56.769	57.329	56.495	69.137	56.864	0.120	3.115	22.626	12.273	
440d407b85c90bbe	N	71.204	76.829	57.967	66.009	62.048	74.546	62.008	10.779	9.196	14.821	12.538	
18ce9a48a1245be2	N	65.968	68.310	65.232	64.606	66.479	76.068	65.439	0.606	0.529	2.871	10.629	
1b3d3d226b762c06	A	53.226	71.876	64.603	64.003	64.491	78.395	64.366	0.068	-11.140	7.510	14.029	
7ecbf36ae486161f	N	65.047	67.306	65.646	63.862	57.043	76.687	62.184	13.744	2.863	5.122	14.503	
a1fd1aa9b4c45e52	A	69.016	68.036	71.312	64.887	74.258	77.794	70.152	15.308	-1.136	-2.117	7.641	
69608ba774c08590	A	58.826	73.259	63.527	65.493	64.831	77.305	64.617	0.667	-5.791	8.642	12.688	
f32049444a1e07c2	A	71.901	75.306	65.727	65.660	67.981	79.049	66.456	1.164	5.445	8.850	12.593	
a83a00eca82cc0f3	N	68.092	69.632	66.766	65.070	65.141	77.202	65.659	0.614	2.433	3.973	11.543	
503a085a6f86dd53	N	48.024	69.120	65.051	65.262	62.975	79.067	64.429	1.065	-16.405	4.691	14.638	
25d6a73dbea75bb3	A	88.063	91.416	75.098	73.018	87.057	85.335	78.391	38.271	9.672	13.025	6.944	
8e0cbe78eec5c2ee	N	93.188	69.692	65.457	63.958	65.453	76.184	64.956	0.498	28.232	4.736	11.228	
bb9bad9fc287ba39	A	71.464	69.895	72.349	65.414	73.702	77.729	70.488	13.180	0.976	-0.593	7.241	
d2729b7bc6ba244b	N	153.391	70.076	65.468	65.487	65.285	65.450	65.413	0.008	87.978	4.663	0.037	
16b4d58933c8567d	N	96.088	99.930	92.413	95.206	95.990	110.532	94.536	2.357	1.552	5.394	15.996	
81674b58ae38501e	A	166.162	71.977	65.413	64.290	65.274	76.644	64.992	0.250	101.170	6.985	11.652	
3da254c26a90f490	A	130.061	72.789	71.910	65.634	73.803	78.322	70.449	12.189	59.612	2.340	7.873	
c6044a320e7c7acb	N	113.073	68.534	65.346	65.193	65.111	76.215	65.217	0.009	47.856	3.317	10.998	
b75f33f2163a360e	A	74.299	67.404	65.835	59.735	65.520	76.194	63.697	7.864	10.602	3.707	12.497	
6fd14ae868070b4f	A	75.145	70.510	64.261	65.305	65.454	76.353	65.007	0.282	10.138	5.503	11.346	
2dab4e881419695a	A	126.451	83.338	74.786	73.630	72.755	86.348	73.724	0.692	52.727	9.614	12.624	
ee1518d5131709ed	N	77.109	78.941	75.525	70.088	73.656	84.006	73.090	5.087	4.019	5.851	10.916	
069bbf3a346750e8	N	93.813	74.894	72.737	74.160	75.262	86.307	74.053	1.068	19.760	0.841	12.254	
5eb2723ef277a8d9	N	98.068	87.777	80.372	79.594	77.941	88.732	79.302	1.028	18.766	8.475	9.430	
f0d02a29ddfe0de8	N	90.864	77.847	77.960	74.649	71.754	85.950	74.788	6.429	16.076	3.059	11.162	
99f45e579f6be41b	A	80.245	123.500	122.129	122.516	114.085	129.980	119.577	15.104	-39.332	3.923	10.403	
3321b6ea326b9c09	A	161.939	86.130	75.545	76.640	73.380	89.751	75.188	1.835	86.751	10.942	14.563	
c7fe0f5fa4d8fa8e	A	103.047	98.386	81.753	81.859	80.161	94.344	81.258	0.603	21.789	17.128	13.086	
dd6956fc1e5c8a64	A	195.145	80.425	73.571	72.684	72.360	92.569	72.872	0.262	122.273	7.553	19.697	
2fdbf3ea926789fa	A	90.701	91.222	80.132	79.083	77.862	91.909	79.026	0.860	11.675	12.196	12.883	
8d5ed04a5607ce8e	A	115.119	71.319	66.832	66.691	67.101	77.555	66.875	0.029	48.244	4.444	10.680	
201c9a36898d99d0	N	106.408	107.270	101.061	109.396	98.651	109.496	103.036	21.193	3.372	4.234	6.460	
f72a516ea5e9c389	A	93.220	89.521	82.467	83.786	85.350	100.783	83.868	1.389	9.352	5.653	16.915	
df7a37bd02aefe3e	A	153.421	100.833	90.430	90.334	90.171	102.654	90.312	0.011	63.109	10.521	12.342	
62190afed957c139	N	86.978	93.819	81.552	76.770	81.910	86.403	80.077	5.491	6.901	13.742	6.326	
b5d4f2ccab902a9b	A	87.300	84.950	80.248	79.827	79.148	91.579	79.741	0.205	7.559	5.209	11.838	
